tconst,plot,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,label
tt0974015,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",movie,Justice League,Justice League,0,2017.0,,120.0,"Action,Adventure,Fantasy",6.0,489640.0,0
tt0995868,Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,movie,Pele: Birth of a Legend,Pelé: Birth of a Legend,0,2016.0,,107.0,"Biography,Drama,Sport",7.1,21907.0,0
tt10005688,"Four children from city move to a village close by, for a fun filled vacation and end up finding answers to many of their hitherto unanswered questions that they had always harboured in their anxious young minds. They learn moral values and what life is all about, outside of their regimented school environment and how to handle it like young adults. The story revolves around how they meet an exceptionally talented but poor village boy Deepu and his mentor, an old gentleman fondly referred to by everyone as Bauji . Their friendship with Deepu turns out to be a learning experience for the city kids and they all also end up solving a dangerous puzzle in the village.—Amit Ojha",movie,Dhuntaaraa,Dhuntaaraa,0,2015.0,,92.0,Family,8.1,8.0,0
tt10011238,"The story revolves around the daily life of a sixteen year-old boy, who suffers from a genetic blood disorder called Thalassemia.",movie,Happy Birthday,Happy Birthday,0,2017.0,,,,7.7,6.0,0
tt10011270,"In the early 1990s, the future of basketball belonged to a young Dominican immigrant named Felipe Lopez. Featured on the cover of Sports Illustrated at the age of 17, Lopez's story is the ultimate profile of the American dream.",movie,The Dominican Dream,The Dominican Dream,0,2019.0,,100.0,"Biography,Documentary,Sport",7.5,121.0,0
tt10011500,It influences elections and sways outcomes-gerrymandering has become a hot-button political topic and symbol for everything broken about the American electoral process. But there are those on the front lines fighting to change the system.,movie,Slay the Dragon,Slay the Dragon,0,2019.0,,101.0,Documentary,7.4,489.0,0
tt10014132,"Chhathi Maa, a very popular goddess having a strong emotional attachment with more than 21 crore people staying in Bihar, Jharkhand, Uttar Pradesh, Delhi, Mumbai, Punjab, Bengal, Assam, Gujarat, and Himachal. Jai Chhathi Maa is a contemporary/mythological Hindi feature Film that showcases the origin/ history of Chhathi Puja, which is celebrated in almost all parts of the country. The film also shows the impact of the puja on our modern life, as the process of puja has a lot of science behind it.—Akshay Zine",movie,Jai Chhathi Maa,Jai Chhathi Maa,0,2019.0,,141.0,Family,8.1,13.0,0
tt10016532,The relationship between a guy and a girl becomes complicated when the latter gets tired of the former's impatient behaviour.,movie,Ispade Rajavum Idhaya Raniyum,Ispade Rajavum Idhaya Raniyum,0,2019.0,,153.0,"Drama,Romance",6.4,714.0,0
tt10023266,"One shoe-shine, 13-year-old orphan Martin, comes to believe that a client, Mr Novoa, a solitary tailor, is his biological father.",movie,The Dog Thief,El ladrón de perros,0,2024.0,,90.0,Drama,7.4,88.0,0
tt10033904,"Spandan is an emotional roller coaster that has elements of laughter, joy, and tears. It showcases how in the modern day the increased usage of social networking platforms has affected the family relationships and how it has created a sense of void among the family members.—Shrinivas G. Kulkarni",movie,Spandan What is Relationship,Spandan What is Relationship,0,2017.0,,142.0,Romance,7.4,5.0,0
tt10034168,"When the elders of the town plan to shut down the local school, a handful of students and their sincere teachers revolt to keep the classes going.",movie,Ubuntu,Ubuntu,0,2017.0,,114.0,Drama,8.4,58.0,0
tt10034272,"Mukherjee Dar Bou is a story based on a modern dysfunctional family revolving around the complex and intricate yet caring relationship of a mother-in-law and daughter-in-law. The story revolves around a Bengali home maker whose name is not known till the end of the film, and who is mostly referred as ""Mukherjee Dar Bou"". Mukherjee Dar Bou (Aditi) is married for more than ten years and has a daughter of six years old . Aditi's married life was usual but it takes a turn when her father-in-law passes away.",movie,Mukherjee Dar Bou,Mukherjee Dar Bou,0,2019.0,,127.0,"Drama,Family",7.9,590.0,0
tt10045002,"Protagonist Vishnu photographer by hobby, takes his camera and goes for a long drive, takes photos of locations and people he meets, from there on story continues and the plot remains in suspense as why is he travelling.",movie,Bhavachitra,Bhavachitra,0,2022.0,,146.0,"Mystery,Thriller",8.0,588.0,0
tt10055770,"While on a trip to the USA, a retired police officer from India solves a series of clueless crimes in his neighborhood, relying only on his power of reasoning.",movie,Vellai Pookal,Vellaipookal,0,2019.0,,122.0,Thriller,7.1,1943.0,0
tt10062474,A man named Unmadi's dreams causes disturbances in the society as his fellow citizens also start watching his dreams. Authorities insist him to censor his dreams before he start seeing them and when he denies the same they ban him from dreaming. But People of his country start watching his dreams illegally and start spreading it.,movie,Unmadiyude Maranam,Unmadiyude Maranam,0,2019.0,,78.0,Fantasy,7.5,23.0,0
tt10071606,"The confusing story of Mata Sahib Kaur Ji, also known as the Mother of the Khalsa. In reality she became a strong female leader of the Khalsa nation in 17th and 18th-century India but this movie has not done a good job in capturing it.",movie,Supreme Motherhood: The Journey of Mata Sahib Kaur,Supreme Motherhood: The Journey of Mata Sahib Kaur,0,2022.0,,100.0,"Adventure,Animation,History",7.3,108.0,0
tt10075078,"It is about an aspiring director who gets a chance of making his first horror thriller. In order to make one, he decides to know more about evil spirits. In a sudden turn of events there, an evil spirit called Divya (Rithika) starts chasing him and forces Ravi to cast her as the heroine of the film.",movie,Rahasyam,Rahasyam,0,2019.0,,100.0,"Horror,Thriller",7.2,23.0,0
tt10080924,"After facing multiple rejections in matrimony, Tuku agrees to learn knitting when insisted by a prospective mother-in-law, only to rediscover her life and relationships.",movie,Sweater,Sweater,0,2019.0,,118.0,Drama,7.2,975.0,0
tt10080926,"A doctor creates a new drug and tests on five friends during his birthday, but things turn into a nightmare when the drug takes effect.",movie,Placebo Effect,Efeito Placebo,0,2021.0,,,"Horror,Thriller",8.4,9.0,0
tt10081202,"Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",movie,Evvarikee Cheppoddu,Evvarikee Cheppoddu,0,2019.0,,133.0,Drama,7.1,467.0,0
tt10084614,"Sayala ..a small village in Poonch near the Indo Pak border. A population of approx. 10,000 people and one government school. A film shot in the beautiful locales of this region with school going girls and boys from the area. A reflection on an education system that struggles with its objectives of imparting knowledge to create well rounded citizens of the future. That in short is what Teacher is about. It's about one individual's passion to teach above all else and his struggles , big and small , with the establishment. the story touches the heart with a sensitive style tackling Really hard hitting themes .—Shoib nikash shah",movie,My Angel My Teacher,My Angel My Teacher,0,2019.0,,,Drama,7.8,15.0,0
tt10084780,Ramana falls in love with Sulochana but their relationship fails to materialize due to which he decides to end his life. He then meets a soul that communicates with him to make him realize the importance of life over love.,movie,Vinara sodara veera kumara,Vinara sodara veera kumara,0,2019.0,,144.0,"Drama,Romance",5.9,113.0,0
tt10088984,"It is based on French journalist Florence Aubenas's bestselling non-fiction work Le Quai de Ouistreham, investigating rising precarity in French society through her experiences in the northern port city of Caen.",movie,Between Two Worlds,Ouistreham,0,2021.0,,106.0,Drama,6.9,2627.0,0
tt10095308,A young woman struggles with an anxiety disorder after dropping out of school.,movie,Pink Skies Ahead,Pink Skies Ahead,0,2020.0,,94.0,"Comedy,Drama",6.2,704.0,0
tt10096114,"After the mysterious death of Heena Siddiqui, an investigative journalist at Global Post News, her colleague Nick decides to take her investigation forward with help from his long-time friend Sasha, where they encounter incredibly powerful Super-Soldiers.—Shaarath Vihari",movie,The Glint of Darkness: Revolution,The Glint of Darkness: Revolution,0,2020.0,,51.0,"Action,Crime,Mystery",8.4,29.0,1
tt10096422,The local TV director present new low budget projects for help TV channel. But these projects are very strange and crazy.,movie,Watch Movie Free Online,Watch Movie Free Online,0,2019.0,,45.0,"Action,Adventure,Comedy",7.2,171.0,0
tt10098448,The true story of a national spiritual awakening in the early 1970s and its origins within a community of teenage hippies in Southern California.,movie,Jesus Revolution,Jesus Revolution,0,2023.0,,120.0,"Biography,Drama,History",7.1,15317.0,0
tt10100196,"Cassandra falls hard and fast for Nathan, a local DJ. As his coercive control increases and his demands grow darker, she must decide what her own freedom is worth.",movie,You Mean Everything to Me,You Mean Everything to Me,0,2021.0,,88.0,Drama,6.0,37.0,0
tt10111568,"Nandini Joshi, an award-winning photographer, is going through a personal crisis. Even as her busy husband and stubborn daughter continue to neglect her, Nandini struggles to find a sense of purpose and dignity. Will she ever rediscover the lost verve for life?",movie,Smile Please,Smile Please,0,2019.0,,132.0,Drama,7.1,261.0,1
tt10121762,"Lenin Vijay, a young man, secures a job at a factory, along with two other friends. However, when he learns that the place is flouting environmental norms and causing deaths, he seeks justice.",movie,Uriyadi 2,Uriyadi 2,0,2019.0,,119.0,Thriller,7.0,999.0,0
tt10122038,Films about the prevalent system that are told without filters are barely any in Kannada and this sets the film apart. The film does have that little trigger that acts as a catalyst in making you feel uneasy about the world around you.,movie,Chambal,Chambal,0,2019.0,,112.0,Drama,7.3,210.0,0
tt10151866,"Babu, who becomes Bijubabu in later phase is a professional thief. Once he happens to enter into Anand Bhavan, ancestral house of late Bijubabu, The popular leader of Odisha. Babu manages to steal the spectacle of Bijubabu. And eventually when even Babu wears the spectacle he talks and behaves like Bijubabu. In a parallel story line Ragini, who is interested to be a film actress faces opposition from her father. And as her father fixes her marriage Ragini escapes from her house and stays with Nirmal, a brotherly character to her. She does journalism and does a sting operation with Nirmal against corrupt politician Vijendra and Rajendra. Simultaneously Babu too is after there corrupt politician. And as the story grown Babu falls in love with Ragini and finally Babu and Ragini unmask the corrupt politicians and take revenge of Nirmal's death.—Nila Madhab Panda",movie,Biju Babu,Biju Babu,0,2019.0,,162.0,Action,8.0,102.0,0
tt10157446,"The story revolves around Kandhan, a simple villager who calls himself ""indha ulagathulaye romba sandhoshama irukkaravan"", and his descent into disrepute once he gets addicted to liquor.",movie,Kudimagan,Kudimagan,0,2019.0,,125.0,Drama,8.1,10.0,0
tt10160730,"He's an unlikely hero, exiled and insecure - until God calls him to free the Israelites. Experience the epic story of MOSES in jaw-dropping scale, brought to life on stage with massive sets, spectacular special effects and live animals.",movie,Moses,Moses,0,2018.0,,130.0,,7.1,21.0,0
tt10168670,A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their otherness.,movie,Bones and All,Bones and All,0,2022.0,,131.0,"Drama,Horror,Romance",6.8,65789.0,0
tt10172266,"When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks something deeper.",movie,"Red, White & Royal Blue","Red, White & Royal Blue",0,2023.0,,118.0,"Comedy,Romance",6.9,56686.0,0
tt10179154,It's a journey of a man who was born handicapped without hands but he never lost confidence in himself and ends up an opened school on his mother name where all normal and abnormal kids can study together.,movie,Cypher,Cypher,0,2019.0,,130.0,"Biography,Family",8.4,38.0,0
tt10187680,Samuel uses his forensic skills and discovers breakthroughs in a serial killing case as further victims are added to the list. Shikha teams up with Samuel and uncovers evidence that might lead to the killer's identity.,movie,Forensic,Forensic,0,2020.0,,134.0,"Crime,Mystery,Thriller",6.8,6392.0,0
tt10187686,"Srinivasan, a balding professor conscious about his looks, faces a tough time finding the right girl to marry. After learning about his friend Raheem's love story, Srinivasan regains his confidence.",movie,Thamaasha,Thamaasha,0,2019.0,,120.0,"Comedy,Drama",7.7,1340.0,0
tt10189300,An aspiring singer living with his grandmother in the capital of Bhutan dreams of getting a visa to move to Australia.,movie,Lunana: A Yak in the Classroom,Lunana,0,2019.0,,110.0,"Drama,Family",7.5,7633.0,0
tt10196368,Following the career of singer Sinéad O'Connor through her rise to fame and how her iconoclastic personality led to her exile from the pop mainstream.,movie,Nothing Compares,Nothing Compares,0,2022.0,,97.0,"Biography,Documentary,Music",7.6,3291.0,0
tt10196516,The quietest desert on the Mexican side of the border is about to be crossed by the biggest all-terrain car race in the world.,movie,Off the Road,Off the Road,0,2020.0,,76.0,Documentary,6.8,32.0,0
tt10196568,"Brings us into the lives of three Latinx people in McAllen Texas, whose different beliefs end up coming to a head at the last abortion clinic in the US/Mexico border.",movie,On the Divide,On the Divide,0,2021.0,,79.0,Documentary,8.7,68.0,0
tt10199640,"1945, Leningrad. WWII has devastated the city, demolishing its buildings and leaving its citizens in tatters, physically and mentally. Two young women search for meaning and hope in the struggle to rebuild their lives amongst the ruins.",movie,Beanpole,Dylda,0,2019.0,,130.0,"Drama,War",7.2,12631.0,0
tt10199664,"Abla runs a modest local bakery from her home in Casablanca where she lives alone with her 8-year-old daughter, Warda. When Samia, a young pregnant woman, knocks on their door, Abla is far from imagining that her life will change forever.",movie,Adam,Adam,0,2019.0,,98.0,Drama,7.2,2075.0,0
tt10215442,Two men. One wheelchair. And a day in their lives - The world is a wonderful and strange place. Let's spend some time in theirs. The newest film from Elmwood Productions. Starring a cast of puppets. Nothing too deep. But just deep enough.,movie,"Bernice, Too","Bernice, Too",0,2022.0,,,Comedy,8.4,8.0,0
tt10217550,A gifted make-up artist gets entangled up in a world of crime with a psychopathic vigilante.,movie,Vinci Da,Vinci Da,0,2019.0,,117.0,"Crime,Mystery,Thriller",7.3,2844.0,1
tt10218674,Chinese firefighters struggle to contain a huge fire after an oil pipeline explodes.,movie,The Bravest,Lie huo ying xiong,0,2019.0,,118.0,"Action,Drama",5.7,1343.0,0
tt10219146,"A feature film, shot over the course of two years, that intends to capture the changing of the seasons along the river, in the Fuyang district of Hangzhou city.",movie,Dwelling in the Fuchun Mountains,Chun jiang shui nuan,0,2019.0,,150.0,"Drama,Romance",7.2,1176.0,0
tt10225098,The film is a love story about a dalit boy and a high caste girl who fall in love and are forced to elope as the girls father does not approve.,movie,Ye Kaisa Pal Do Pal Ka Pyar,Ye Kaisa Pal Do Pal Ka Pyar,0,2016.0,,120.0,Drama,8.5,13.0,0
tt10229794,"Christians believe that marriages are made in heaven. It is a satirical take on the belief, which is reinforced through marriage rituals, about the Christian marriage and the reality of it as seen around us.",movie,Paapam Cheyyathavar Kalleriyatte,Paapam Cheyyathavar Kalleriyatte,0,2020.0,,117.0,Comedy,5.8,432.0,0
tt10230414,"Tormented with his 'under-privileged' societal status, a father capitalizes on his son's newfound fame as a boy-genius. Little does he realize that the secret he harbors will destroy the very thing he loves the most.",movie,Serious Men,Serious Men,0,2020.0,,114.0,"Comedy,Drama",6.8,8437.0,0
tt10230436,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",movie,Yeh Ballet,Yeh Ballet,0,2020.0,,117.0,"Drama,Musical",7.5,1583.0,0
tt10241130,"In Noopur Bora's Three Legged Horse, three real-life incidents shudder the city of Pune in India. A cynical Adnan, a dreamy Chandrika, and a reticent Rathore come together to form a beautiful friendship",movie,Three Legged Horse,Three Legged Horse,0,2022.0,,123.0,Drama,8.3,22.0,0
tt10243672,"3 trailblazers: a young nurse, a visionary scientist and an innovative surgeon face opposition from the church, state, media, and medical establishment in their pursuit of the world's first 'test tube baby,' Louise Joy Brown.",movie,Joy,Joy,0,2024.0,,115.0,"Biography,Drama,History",7.1,8763.0,0
tt10245106,Musical duo Donnie and Joe Emerson spend everything they have to produce a record in the 1970s.,movie,Dreamin' Wild,Dreamin' Wild,0,2022.0,,111.0,"Biography,Drama,Music",6.4,1456.0,0
tt10245960,"THE INVISIBLE VISIBLE is a poignant 'Impact' documentary-feature on the estimated 70 million homeless people in India. It draws attention towards these 'invisibles' and seeks to 'visibilize' them. The sordid stories of the homeless people humanizes them and depicts how poverty has been criminalised under an archaic, draconian law in India. The stories unfold through the lens of India's leading crusaders - TARIQUE MOHAMMED, and his organisation members who have dedicated their lives for the homeless and destitute. The fight against injustice and violence is an ongoing one and THE INVISIBLE VISIBLE has some call to actions.",movie,The Invisible Visible,The Invisible Visible,0,2022.0,,,Documentary,9.4,8.0,0
tt10251034,"Provocative in its cinematic simplicity, THE VIEWING BOOTH recounts an encounter between a filmmaker and a viewer, exploring the way meaning is attributed to non-fiction images in today's day and age.",movie,The Viewing Booth,The Viewing Booth,0,2019.0,,70.0,Documentary,7.6,88.0,0
tt10260042,"A modern adaptation of the classic Greek tragedy which falls within a social realism. To the law of men, the young Antigone apposes her own sets of values.",movie,Antigone,Antigone,0,2019.0,,109.0,"Crime,Drama",7.0,1909.0,0
tt10262112,"'Nobel Peace' is a feature film exploring the dangerous social tensions arisen from religious differences and simple differences of opinion which lead to cruel, senseless violence and oppression which in turn leads to further injustices and creates a never-ending cycle of exploitation from both legal authorities as well as illegal groups. Set in a small touristic village in India, we follow the story of Hayan Mir and his friend Aasif Alam long with professor Shlok Manhas. Hayan is a young man desiring to make videos to attract tourists to his village and promote peace. His actions are being misinterpreted as he visits a terrorist camp. Although he eventually gets released after relentless efforts of the professor and his lawyer uncle pleading for his release, the damages caused to everyone involved are priceless and hefty.—BELIFF",movie,Nobel Peace,Nobel Peace,0,2021.0,,121.0,Drama,7.1,19.0,0
tt10268488,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.,movie,The Greatest Beer Run Ever,The Greatest Beer Run Ever,0,2022.0,,126.0,"Adventure,Drama,War",6.8,32364.0,0
tt10277744,"Story of a mother's protracted 13 year fight for justice for her son who was tortured to death in custody, resulting in a historic death sentence for the guilty policemen.",movie,Mai Ghat: Crime No 103/2005,Mai Ghat: Crime No 103/2005,0,2019.0,,104.0,"Biography,Crime",7.4,9.0,0
tt10280296,"A biopic detailing the 2 decades that Punjabi Sikh revolutionary, Udham Singh, spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.",movie,Sardar Udham,Sardar Udham,0,2021.0,,164.0,"Crime,Drama,History",8.3,48876.0,0
tt10280636,"There are many sugar cane workers in Maharashtra and mainly in Marathwada, they are all the workers of sugarcane workers and their condition is that of the sugarcane harvesting. Ramesh is a poor farmer. He is facing financial difficulties due to poverty and poverty. Ramesh lives with his wife Sarita, who is a farm worker, has two small children and a mother, Ramesh meets the need of money in his mother's heart and encourages him to come to that condition and to take the loan amount from Anna Mukadam. Ramesh and Sarita are counted out to buy sugarcane, children and mothers leave home. Ramesh and Sarita are very confused when they go to the cane-plantation, they can be seen in the turmoil of the workers and the struggle for life. This is a real story about the injustice done to Anna Mukadam and Bali Ramesh and Sarita.—Shrinivas G. Kulkarni",movie,Koytaa Ek Sangharsh,Koytaa Ek Sangharsh,0,2019.0,,142.0,Action,7.8,9.0,0
tt10287954,"An idealistic engineer builds his own island off the Italian coast and declares it a nation, drawing the world's attention. Values are tested when the Italian Government declares him an enemy, but to change the world risks must be taken.",movie,Rose Island,L'incredibile storia dell'isola delle rose,0,2020.0,,117.0,"Adventure,Biography,Comedy",7.0,26059.0,0
tt10288566,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,movie,Another Round,Druk,0,2020.0,,117.0,Drama,7.7,210078.0,0
tt10290244,"Young Nicolas lives a childhood full of joy and learning in between camaraderie, arguments, fights, punishments, pranks and games.",movie,Little Nicholas - Happy as Can Be,Le petit Nicolas: Qu'est-ce qu'on attend pour être heureux?,0,2022.0,,85.0,"Animation,Comedy,Family",7.1,1081.0,0
tt10295212,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999.",movie,Shershaah,Shershaah,0,2021.0,,135.0,"Action,Biography,Drama",8.3,131943.0,0
tt10298024,"A Buddhist spirit possesses a young Muslim girl in a small village in north India. As she goes into trance, she speaks a language different from her own. This bizarre and rare phenomenon breeds hostility within her community and leads to a failed attempt on her life by the villagers. With the help and support from her family and friends, she tries to gain a better understanding of what is happening to her and negotiates a spiritual path by which she can practice both the religions and be of help to people in need.",movie,Fathima The Oracle,Fathima The Oracle,0,2019.0,,51.0,Documentary,9.1,27.0,0
tt10300570,The last active farmer in a remote village tries to hold out against a property developer.,movie,Kadaisi Vivasayi,Kadaisi Vivasayi,0,2021.0,,122.0,Drama,8.7,5974.0,1
tt10300710,"A celebrity policeman who is followed by cameras everywhere because he has his own reality show. He is assigned to arrest a drug kingpin who has just escaped from prison. Unfortunately, this time he must be paired with a conman.",movie,Hit & Run,Hit & Run,0,2019.0,,114.0,"Action,Comedy",6.2,377.0,0
tt10308500,"A delinquent teenager is killed in a car accident, and is resurrected as an investigator of the supernatural.",movie,Butai Yu Yu Hakusho,Butai Yu Yu Hakusho,0,2020.0,,126.0,"Action,Adventure,Fantasy",7.8,117.0,0
tt10308634,"A rookie lawyer blinded by success, meets a 10 year old girl as his first client, who insists she killed her younger brother.",movie,My First Client,Eorin uiroein,0,2019.0,,114.0,"Crime,Drama",7.4,1473.0,0
tt10314726,Maithili Future Film based on Dowry System. This film is directed by N. Mandal. This film is targeted to cater Maithli region. The family drama and social messages are the key elements of this Film.,movie,Rakhi Ke Laaj,Rakhi Ke Laaj,0,2020.0,,,Family,9.4,6.0,0
tt10314886,"Based On Kanu Bhagdev's Novel ""JASOOS"", Mr. Jasoos revels around a murder which has more than 3 suspects and each has a strong motive for doing this murder. Find Out How Vijay Mane AKA Mr. Jasoos solves complicated case in the film.",movie,Mr. Jasoos,Mr. Jasoos,0,2019.0,,141.0,"Crime,Drama,Mystery",6.9,12.0,0
tt10314982,"It is a Story of three Mischievous Pranky Frands, Who love to call girls and irritate them over the phone but one call made by them becomes a nightmare for their life and changes their life forever during this comedy journey.",movie,Befaam,Befaam,0,2018.0,,148.0,"Comedy,Drama,Romance",9.0,9.0,0
tt10319320,"Professor Vidyanand is a mathematics in college.He comes across a mischievous student Lallya who has no goal in life and has his own way of living a casual life.Vidyananad transforms Lallya and helps him become graduate when Lallya goes for police training.Vidyanand's college is taken by a power politician who wants the college to conduct his activities,when Vidyanand doesn't bow to him he framed and sent to jail After .Vidyanand is released he teams up with is friend Shambu Mahadeo and plans for revenge against Dharamappa.While Lallya returns as a police officer and finds that Vidyanand has taken to crime and his assigned to take his case.—alex.mjacko@gmail.com",movie,Ashrunchi Zali Phule (Play),Ashrunchi Zali Phule (Play),0,2019.0,,,Drama,8.5,6.0,0
tt10322456,"Burhan film is inspired story of burhan want,which shows the negative side of some dirty political people who uses religion,it's not exactly his story but only inspired by him,",movie,Burhan vs afspa,Burhan vs afspa,0,2019.0,,,Thriller,8.1,12.0,0
tt10324144,"In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",movie,Article 15,Article 15,0,2019.0,,130.0,"Crime,Drama,Mystery",8.1,38134.0,0
tt10328906,"Dhaakad is a new Gujarati Movie and it is about a girl's importance in a Gujarati Family. Dhaakad is a story about a young single girl who lives her life to the fullest and is willing to stand up against her Family for the Truth. Dhaakad is a very emotional Gujarati family movie. Dhaakad's story will inspire the youth, especially young girls and encourage a family to always stand by what is right. Dhaakad intends to impart a moving social message to the Gujarati community. But Dhaakad is not only all about social responsibility, it is the perfect entertainment mixture of love, fun, companionship, drama, and emotions. Dhaakad showcases all the essence of a family in Gujarat and how they survive together through the thick and the thin with some fun, some drama, some emotion and lots of entertainment.",movie,Dhaakad,Dhaakad,0,2018.0,,140.0,Drama,7.5,25.0,0
tt10329134,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",movie,Your Name Engraved Herein,Ke zai ni xin di de ming zi,0,2020.0,,118.0,"Drama,Romance",7.3,8696.0,0
tt10329614,"After viewing a strangely familiar video nasty, Enid, a film censor, sets out to solve the past mystery of her sister's disappearance, embarking on a quest that dissolves the line between fiction and reality.",movie,Censor,Censor,0,2021.0,,84.0,"Horror,Mystery,Thriller",6.0,21453.0,0
tt10330110,"Nazarband is a 'love story' in its essence. Vasanti comes out from the prison after five years in the megalopolis of Kolkata to realize that her husband has not come to receive her. She waits in trepidation when Chandu approaches, who also got his release today. Chandu, a seasoned fraudster, offers to help and also has a vile purpose. Although not very comfortable with this weird man, Vasanti takes his support to find the way to her slums. But when they reach the place, she finds that a dazzling mall and few multi-storied buildings have replaced the slums. Without any clue about the whereabouts of his husband or her seven-years-old son, Vasanti is in complete despair. Chandu sticks with this stubborn woman in a journey that goes through the labyrinth of the city in search of her family. Political goons, flesh traders, police, real estate mafia get entangled in the narrative. It reveals the past of these two, who were unknown to each other until today morning. And they delve into the deeper crevices of their emotions and insecurities as they move erratically. It is a strange journey entwined in plethora of emotions: anxiety, distrust, dependence, hatred, care, greed, frustration and necessity. They run amok through the city of Kolkata, disappears into religious carnival and finally reaches the coalfields of Bihar. After fanatical, sometimes fatalistic, turns of events they reach the climactic moment that opens up multiple possibilities in Chandu and Vasanti's lives.—AVA Films",movie,Nazarband,Nazarband,0,2020.0,,85.0,Drama,8.0,6.0,0
tt10333912,"Two scheming men get caught up in a game of one upmanship, each one attracting other members to their clan and each one with an agenda of his own.",movie,Gulabo Sitabo,Gulabo Sitabo,0,2020.0,,124.0,"Comedy,Drama",6.3,13789.0,0
tt10334286,"The story of a village in Haryana, centered around a girl's struggle to study and become an IPS Officer. Despite, getting no support from her father at home, who thinks Girls are only meant to stay at home.",movie,Chhorriyan Chhoron Se Kam Nahi Hoti,Chhorriyan Chhoron Se Kam Nahi Hoti,0,2019.0,,,Drama,6.9,49.0,0
