tconst,plot,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,label
tt0803096,"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",movie,Warcraft,Warcraft,0,2016.0,,123.0,"Action,Adventure,Fantasy",6.7,287700.0,-1
tt0810819,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,movie,The Danish Girl,The Danish Girl,0,2015.0,,119.0,"Biography,Drama",7.1,202856.0,1
tt0859635,"When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",movie,Super Troopers 2,Super Troopers 2,0,2018.0,,99.0,"Comedy,Crime,Mystery",6.0,28966.0,0
tt0972544,"In 1993, Harley's dad is shot dead and his mom goes to prison. He has to earn money and look after his 3 kid sisters. No college. Over 2 years, family secrets are slowly revealed. Will a good therapist be enough?",movie,Back Roads,Back Roads,0,2018.0,,101.0,"Crime,Drama,Thriller",6.3,5706.0,0
tt0974015,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",movie,Justice League,Justice League,0,2017.0,,120.0,"Action,Adventure,Fantasy",6.0,489640.0,0
tt0995868,Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,movie,Pele: Birth of a Legend,Pelé: Birth of a Legend,0,2016.0,,107.0,"Biography,Drama,Sport",7.1,21907.0,0
tt10005688,"Four children from city move to a village close by, for a fun filled vacation and end up finding answers to many of their hitherto unanswered questions that they had always harboured in their anxious young minds. They learn moral values and what life is all about, outside of their regimented school environment and how to handle it like young adults. The story revolves around how they meet an exceptionally talented but poor village boy Deepu and his mentor, an old gentleman fondly referred to by everyone as Bauji . Their friendship with Deepu turns out to be a learning experience for the city kids and they all also end up solving a dangerous puzzle in the village.—Amit Ojha",movie,Dhuntaaraa,Dhuntaaraa,0,2015.0,,92.0,Family,8.1,8.0,0
tt10011102,"The journey of Indian film industry's first stunt woman Reshma Pathan, it will trace the life of Reshma and her stint in movies as a body double for various actresses. Bidita Bag plays the lead role of feisty stunt-woman.",movie,The Sholay Girl,The Sholay Girl,0,2019.0,,106.0,"Action,Biography,Drama",7.2,122.0,1
tt10011238,"The story revolves around the daily life of a sixteen year-old boy, who suffers from a genetic blood disorder called Thalassemia.",movie,Happy Birthday,Happy Birthday,0,2017.0,,,,7.7,6.0,0
tt10011270,"In the early 1990s, the future of basketball belonged to a young Dominican immigrant named Felipe Lopez. Featured on the cover of Sports Illustrated at the age of 17, Lopez's story is the ultimate profile of the American dream.",movie,The Dominican Dream,The Dominican Dream,0,2019.0,,100.0,"Biography,Documentary,Sport",7.5,121.0,0
tt10011500,It influences elections and sways outcomes-gerrymandering has become a hot-button political topic and symbol for everything broken about the American electoral process. But there are those on the front lines fighting to change the system.,movie,Slay the Dragon,Slay the Dragon,0,2019.0,,101.0,Documentary,7.4,489.0,0
tt10014132,"Chhathi Maa, a very popular goddess having a strong emotional attachment with more than 21 crore people staying in Bihar, Jharkhand, Uttar Pradesh, Delhi, Mumbai, Punjab, Bengal, Assam, Gujarat, and Himachal. Jai Chhathi Maa is a contemporary/mythological Hindi feature Film that showcases the origin/ history of Chhathi Puja, which is celebrated in almost all parts of the country. The film also shows the impact of the puja on our modern life, as the process of puja has a lot of science behind it.—Akshay Zine",movie,Jai Chhathi Maa,Jai Chhathi Maa,0,2019.0,,141.0,Family,8.1,13.0,0
tt10014534,"Lilas and Shery, co-founders and guitarists of the Middle East's first all-female metal band, wrestle with friendship, sexuality and destruction in their pursuit of becoming thrash metal rock stars.",movie,Sirens,Sirens,0,2022.0,,79.0,"Documentary,Music",6.7,304.0,-1
tt10016532,The relationship between a guy and a girl becomes complicated when the latter gets tired of the former's impatient behaviour.,movie,Ispade Rajavum Idhaya Raniyum,Ispade Rajavum Idhaya Raniyum,0,2019.0,,153.0,"Drama,Romance",6.4,714.0,0
tt10019402,"The film revolves around the struggles faced by Alice, a cyclist.",movie,Finals,Finals,0,2019.0,,122.0,"Drama,Sport",7.0,409.0,-1
tt10022684,Kannada Feature Film based on a short story by Nidasale Puttaswamaiah,movie,Anuttara,Anuttara,0,2018.0,,86.0,Drama,8.0,9.0,-1
tt10023080,"An unemployed youngster is at the crossroads, puzzled about choosing between family and love.",movie,Nedunalvaadai,Nedunalvaadai,0,2019.0,,120.0,Drama,7.1,340.0,-1
tt10023266,"One shoe-shine, 13-year-old orphan Martin, comes to believe that a client, Mr Novoa, a solitary tailor, is his biological father.",movie,The Dog Thief,El ladrón de perros,0,2024.0,,90.0,Drama,7.4,88.0,0
tt10024036,"Kailash Satyarthi has spent his lifetime rescuing kids from slavery, and was awarded the Nobel Peace Prize for his work in 2014. The film looks at his journey and goes behind the scenes to witness first hand how he has changed lives of thousands of children.—Anonymous",movie,Satyarthi,Satyarthi,0,2019.0,,52.0,Documentary,8.6,7.0,-1
tt10024716,A group of criminals hatch a plan to loot the wealth of a huge temple for their selfish needs.,movie,Aghavan,Aghavan,0,2019.0,,158.0,Family,6.9,46.0,-1
tt10025972,"Mukta, a young woman attempts to uncover the truth behind the flesh-trade racket run by a self-proclaimed godman.",movie,Maza Algar,Maza Algar,0,2017.0,,,,8.4,5.0,-1
tt10032574,"Vural, a husband and a father who was raised in faith, leads a seemingly pious and conformist life. But everything takes a sudden dark turn when he finds out a truth about his personal life.",movie,Pure White,Bembeyaz,0,2021.0,,97.0,Drama,6.4,878.0,-1
tt10033852,"Rayaba, an aimless guy who fails in 12th-grade exams, falls in love with Shraddha, a state topper and the daughter of a health quality inspector. After a lot of wooing, Rayaba manages to win Shraddha's heart and when her father comes to know about their relationship he agrees for their marriage but on the condition that Rayba passes the test put by him. Whilst attempting to pass the test, Shraddha's father creates several hindrances and every time clears a level he is faced with a bigger challenge.—Shrinivas G. Kulkarni",movie,Rangeela Raybaa,Rangeela Raybaa,0,2017.0,,143.0,Romance,8.3,20.0,-1
tt10033904,"Spandan is an emotional roller coaster that has elements of laughter, joy, and tears. It showcases how in the modern day the increased usage of social networking platforms has affected the family relationships and how it has created a sense of void among the family members.—Shrinivas G. Kulkarni",movie,Spandan What is Relationship,Spandan What is Relationship,0,2017.0,,142.0,Romance,7.4,5.0,0
tt10034168,"When the elders of the town plan to shut down the local school, a handful of students and their sincere teachers revolt to keep the classes going.",movie,Ubuntu,Ubuntu,0,2017.0,,114.0,Drama,8.4,58.0,0
tt10034236,Super Sketch is Investigative suspense thriller. It is a story about Cop and Culprits.,movie,Super Sketch,Super Sketch,0,2018.0,,119.0,Thriller,7.4,30.0,-1
tt10034272,"Mukherjee Dar Bou is a story based on a modern dysfunctional family revolving around the complex and intricate yet caring relationship of a mother-in-law and daughter-in-law. The story revolves around a Bengali home maker whose name is not known till the end of the film, and who is mostly referred as ""Mukherjee Dar Bou"". Mukherjee Dar Bou (Aditi) is married for more than ten years and has a daughter of six years old . Aditi's married life was usual but it takes a turn when her father-in-law passes away.",movie,Mukherjee Dar Bou,Mukherjee Dar Bou,0,2019.0,,127.0,"Drama,Family",7.9,590.0,0
tt10045002,"Protagonist Vishnu photographer by hobby, takes his camera and goes for a long drive, takes photos of locations and people he meets, from there on story continues and the plot remains in suspense as why is he travelling.",movie,Bhavachitra,Bhavachitra,0,2022.0,,146.0,"Mystery,Thriller",8.0,588.0,0
tt10055770,"While on a trip to the USA, a retired police officer from India solves a series of clueless crimes in his neighborhood, relying only on his power of reasoning.",movie,Vellai Pookal,Vellaipookal,0,2019.0,,122.0,Thriller,7.1,1943.0,0
tt10059518,"After a confrontation with an unstable man at an intersection, a woman becomes the target of his rage.",movie,Unhinged,Unhinged,0,2020.0,,90.0,"Action,Thriller",6.0,82552.0,-1
tt10062474,A man named Unmadi's dreams causes disturbances in the society as his fellow citizens also start watching his dreams. Authorities insist him to censor his dreams before he start seeing them and when he denies the same they ban him from dreaming. But People of his country start watching his dreams illegally and start spreading it.,movie,Unmadiyude Maranam,Unmadiyude Maranam,0,2019.0,,78.0,Fantasy,7.5,23.0,0
tt10071606,"The confusing story of Mata Sahib Kaur Ji, also known as the Mother of the Khalsa. In reality she became a strong female leader of the Khalsa nation in 17th and 18th-century India but this movie has not done a good job in capturing it.",movie,Supreme Motherhood: The Journey of Mata Sahib Kaur,Supreme Motherhood: The Journey of Mata Sahib Kaur,0,2022.0,,100.0,"Adventure,Animation,History",7.3,108.0,0
tt10075078,"It is about an aspiring director who gets a chance of making his first horror thriller. In order to make one, he decides to know more about evil spirits. In a sudden turn of events there, an evil spirit called Divya (Rithika) starts chasing him and forces Ravi to cast her as the heroine of the film.",movie,Rahasyam,Rahasyam,0,2019.0,,100.0,"Horror,Thriller",7.2,23.0,0
tt10075380,"It tells the tale of a young girl named Jade and a terracotta warrior named Magnus who must team up to fight the creatures that keep attacking their Qin dynasty underground city, and who eventually fall in love.",movie,Realm of Terracotta,Yong zhi cheng,0,2021.0,,111.0,"Action,Adventure,Animation",6.2,391.0,-1
tt10080924,"After facing multiple rejections in matrimony, Tuku agrees to learn knitting when insisted by a prospective mother-in-law, only to rediscover her life and relationships.",movie,Sweater,Sweater,0,2019.0,,118.0,Drama,7.2,975.0,0
tt10080926,"A doctor creates a new drug and tests on five friends during his birthday, but things turn into a nightmare when the drug takes effect.",movie,Placebo Effect,Efeito Placebo,0,2021.0,,,"Horror,Thriller",8.4,9.0,0
tt10080996,"Gujarat 11 is the story of an ex-football player, Divya, who takes up the challenge of training juvenile home boys for a state-level football tournament.",movie,Gujarat 11,Gujarat 11,0,2019.0,,140.0,"Drama,Sport",5.9,193.0,-1
tt10081202,"Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",movie,Evvarikee Cheppoddu,Evvarikee Cheppoddu,0,2019.0,,133.0,Drama,7.1,467.0,0
tt10083340,"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",movie,Gangubai Kathiawadi,Gangubai Kathiawadi,0,2022.0,,152.0,"Biography,Crime,Drama",7.8,63818.0,-1
tt10084614,"Sayala ..a small village in Poonch near the Indo Pak border. A population of approx. 10,000 people and one government school. A film shot in the beautiful locales of this region with school going girls and boys from the area. A reflection on an education system that struggles with its objectives of imparting knowledge to create well rounded citizens of the future. That in short is what Teacher is about. It's about one individual's passion to teach above all else and his struggles , big and small , with the establishment. the story touches the heart with a sensitive style tackling Really hard hitting themes .—Shoib nikash shah",movie,My Angel My Teacher,My Angel My Teacher,0,2019.0,,,Drama,7.8,15.0,0
tt10084780,Ramana falls in love with Sulochana but their relationship fails to materialize due to which he decides to end his life. He then meets a soul that communicates with him to make him realize the importance of life over love.,movie,Vinara sodara veera kumara,Vinara sodara veera kumara,0,2019.0,,144.0,"Drama,Romance",5.9,113.0,0
tt10086692,A constant veiled enmity among sacred sword takes place in China.,movie,The Blade of Storm,The Blade of Storm,0,2019.0,,,"Action,Adventure,History",7.4,86.0,-1
tt10086930,"The story of a traditional, Kyoto woman who runs a failing, kimono business and the biracial entrepreneur who comes to help keep it solvent. Along the way they fall in love but his need for change clashes with her desire for the world to stay the same.—WhereNextJapan",movie,Impossible to Imagine,Impossible to Imagine,0,2019.0,,90.0,"Drama,Romance",6.9,74.0,0
tt10088984,"It is based on French journalist Florence Aubenas's bestselling non-fiction work Le Quai de Ouistreham, investigating rising precarity in French society through her experiences in the northern port city of Caen.",movie,Between Two Worlds,Ouistreham,0,2021.0,,106.0,Drama,6.9,2627.0,0
tt10095308,A young woman struggles with an anxiety disorder after dropping out of school.,movie,Pink Skies Ahead,Pink Skies Ahead,0,2020.0,,94.0,"Comedy,Drama",6.2,704.0,0
tt10095582,"A Scottish lord becomes convinced by a trio of witches that he will become the next King of Scotland, and his ambitious wife supports him in his plans of seizing power.",movie,The Tragedy of Macbeth,The Tragedy of Macbeth,0,2021.0,,105.0,"Drama,Mystery,Thriller",7.1,41759.0,-1
tt10096114,"After the mysterious death of Heena Siddiqui, an investigative journalist at Global Post News, her colleague Nick decides to take her investigation forward with help from his long-time friend Sasha, where they encounter incredibly powerful Super-Soldiers.—Shaarath Vihari",movie,The Glint of Darkness: Revolution,The Glint of Darkness: Revolution,0,2020.0,,51.0,"Action,Crime,Mystery",8.4,29.0,0
tt10096422,The local TV director present new low budget projects for help TV channel. But these projects are very strange and crazy.,movie,Watch Movie Free Online,Watch Movie Free Online,0,2019.0,,45.0,"Action,Adventure,Comedy",7.2,171.0,0
tt10098448,The true story of a national spiritual awakening in the early 1970s and its origins within a community of teenage hippies in Southern California.,movie,Jesus Revolution,Jesus Revolution,0,2023.0,,120.0,"Biography,Drama,History",7.1,15317.0,0
tt10100196,"Cassandra falls hard and fast for Nathan, a local DJ. As his coercive control increases and his demands grow darker, she must decide what her own freedom is worth.",movie,You Mean Everything to Me,You Mean Everything to Me,0,2021.0,,88.0,Drama,6.0,37.0,0
tt10101702,"After the time of the Mane 6, Sunny--a young Earth Pony--and her new Unicorn friend Izzy explore their world and strive to restore Harmony to Equestria.",movie,My Little Pony: A New Generation,My Little Pony: A New Generation,0,2021.0,,90.0,"Adventure,Animation,Comedy",6.8,4775.0,-1
tt10102296,A studious boy Vijya and mischievous troublemaker Ganya become best friends and continue on their unique paths until the dynamics of their friendship is changed by Meera's entry into their world.,movie,Undga,Undga,0,2017.0,,123.0,Drama,8.9,31.0,-1
tt10106734,"Dhumas is a Marathi movie starring Vishal Nikkam, Krutika Gaikwad, Gopichand Padalkar in prominent roles. It is a drama directed by Shivaji Doltade.",movie,Dhumas,Dhumas,0,2019.0,,,"Drama,Romance",7.1,12.0,-1
tt10106822,"Two youngsters meet each other, one falls in love the other doesn't; and then they meet again.",movie,Bhetali Tu Punha,Bhetali Tu Punha,0,2017.0,,146.0,Romance,8.5,108.0,-1
tt10111568,"Nandini Joshi, an award-winning photographer, is going through a personal crisis. Even as her busy husband and stubborn daughter continue to neglect her, Nandini struggles to find a sense of purpose and dignity. Will she ever rediscover the lost verve for life?",movie,Smile Please,Smile Please,0,2019.0,,132.0,Drama,7.1,261.0,1
tt10112034,Manilal's journey through people after the disturbing demise of his father.,movie,Vrithakrithiyulla Chathuram - A Minor Inconvenience,Vrithakrithiyulla Chathuram - A Minor Inconvenience,0,2020.0,,,Adventure,6.8,23.0,-1
tt10112154,"Varun, on an entrepreneurial reality show, navigates conflicts with business partners, self-doubt, sabotage. He aims to prove his startup idea's worth to his father, guided by mentor Dadu, while striving to win the competition.",movie,Bau Na Vichaar,Bau Na Vichaar,0,2019.0,,151.0,"Comedy,Drama",8.6,89.0,0
tt10121762,"Lenin Vijay, a young man, secures a job at a factory, along with two other friends. However, when he learns that the place is flouting environmental norms and causing deaths, he seeks justice.",movie,Uriyadi 2,Uriyadi 2,0,2019.0,,119.0,Thriller,7.0,999.0,0
tt10122038,Films about the prevalent system that are told without filters are barely any in Kannada and this sets the film apart. The film does have that little trigger that acts as a catalyst in making you feel uneasy about the world around you.,movie,Chambal,Chambal,0,2019.0,,112.0,Drama,7.3,210.0,0
tt10122392,"Details the year leading to the assassination of Israel's Prime Minister, Yitzhak Rabin (1922-1995), from the point of view of the assassin.",movie,Incitement,Incitement,0,2019.0,,123.0,Thriller,7.1,839.0,-1
tt10127302,"There is an important place for matrimonial in Indian society. After marriage, the first night of honeymoon is must there along with great excitement and nervousness too. 'Aatpadi Nights' tells us about the excitement, nervousness and the ignorance of the first night of marriage. Vasant Khatmode (Vashya) is the hero of the film who is also very excited but he has doubts as other grooms, due to lack of knowledge of the first night of the Honeymoon. He loves very much of his becoming wife and he is very excited and nervous for a honeymoon. Due to this phobia, he goes to his friends to clear the doubts about the first night. The friends give advice and the drama of the story is started here - senseless advice given by friends and the ignorance put Vashya into great trouble. Alimentally the first night of the honeymoon in his life goes bitterly horrible and terrible. After that night Vashya's life is changed and the private issue becomes public. This is what the spicy and the interesting story of 'Aatpadi Nights'.—Krishna Jannu",movie,Aatpadi Nights,Aatpadi Nights,0,2019.0,,135.0,Comedy,8.0,24.0,-1
tt10133300,A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.,movie,Rakshasudu,Rakshasudu,0,2019.0,,122.0,"Action,Crime,Thriller",7.9,1822.0,-1
tt10140014,"David Aguilar is a boy who has a disability and makes an arm of LEGO. We see his feelings about his arm, his family, and LEGO. It sort of functions as an unofficial LEGO advertisement. The main subject gets to go to LEGO headquarters and the corporate heads of LEGO are interviewed about the virtues of LEGO.",movie,Mr. Hand Solo,Mr. Hand Solo,0,2020.0,,76.0,Documentary,7.0,15.0,-1
tt10140990,"Inspired from a shockingly true incident of Hate and Revenge. The film is an investigative thriller that explores the mind-set of a criminal hiding in plain sight. A newly married couple receives a gift box five days after their wedding, their happiness turns short lived when the gift turns out to be a bomb that kills the husband and his grandmother and seriously injuring the wife. A massive investigation begins to find the killer.—Lennon",movie,Mindgame,Mindgame,0,2023.0,,138.0,"Crime,Drama",9.1,721.0,-1
tt10151260,"Three years after the first film, four brothers strive to avoid crime, but an unforeseen incident forces them into new dangerous situations involving deadly criminals, testing their resolve.",movie,Sons of Rizk 2,Welad Rizk 2,0,2019.0,,103.0,"Action,Comedy,Crime",7.1,3323.0,-1
tt10151866,"Babu, who becomes Bijubabu in later phase is a professional thief. Once he happens to enter into Anand Bhavan, ancestral house of late Bijubabu, The popular leader of Odisha. Babu manages to steal the spectacle of Bijubabu. And eventually when even Babu wears the spectacle he talks and behaves like Bijubabu. In a parallel story line Ragini, who is interested to be a film actress faces opposition from her father. And as her father fixes her marriage Ragini escapes from her house and stays with Nirmal, a brotherly character to her. She does journalism and does a sting operation with Nirmal against corrupt politician Vijendra and Rajendra. Simultaneously Babu too is after there corrupt politician. And as the story grown Babu falls in love with Ragini and finally Babu and Ragini unmask the corrupt politicians and take revenge of Nirmal's death.—Nila Madhab Panda",movie,Biju Babu,Biju Babu,0,2019.0,,162.0,Action,8.0,102.0,0
tt10152332,A girl from hindu family falls in love with a christian guy who belongs to the middle class christian family.They gets drown to the unexpected uncertainty.Will they get success or the death falls them apart .,movie,Tujhich Re,Tujhich Re,0,2019.0,,,"Drama,Family,Musical",8.0,11.0,-1
tt10156406,"After ACP Santhosh is killed by the vile MLA Theni Thenappan and his accomplices, his pet dog Rocky decides to take revenge.",movie,Rocky: The Revenge,Rocky: The Revenge,0,2019.0,,152.0,Drama,6.6,7.0,-1
tt10157446,"The story revolves around Kandhan, a simple villager who calls himself ""indha ulagathulaye romba sandhoshama irukkaravan"", and his descent into disrepute once he gets addicted to liquor.",movie,Kudimagan,Kudimagan,0,2019.0,,125.0,Drama,8.1,10.0,0
tt10160730,"He's an unlikely hero, exiled and insecure - until God calls him to free the Israelites. Experience the epic story of MOSES in jaw-dropping scale, brought to life on stage with massive sets, spectacular special effects and live animals.",movie,Moses,Moses,0,2018.0,,130.0,,7.1,21.0,0
tt1016150,A young German soldier's terrifying experiences and distress on the western front during World War I.,movie,All Quiet on the Western Front,Im Westen nichts Neues,0,2022.0,,148.0,"Drama,History,War",7.8,269683.0,-1
tt10168670,A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their otherness.,movie,Bones and All,Bones and All,0,2022.0,,131.0,"Drama,Horror,Romance",6.8,65789.0,0
tt10172266,"When the feud between the son of the American President and Britain's prince threatens to drive a wedge in U.S./British relations, the two are forced into a staged truce that sparks something deeper.",movie,"Red, White & Royal Blue","Red, White & Royal Blue",0,2023.0,,118.0,"Comedy,Romance",6.9,56686.0,0
tt10179154,It's a journey of a man who was born handicapped without hands but he never lost confidence in himself and ends up an opened school on his mother name where all normal and abnormal kids can study together.,movie,Cypher,Cypher,0,2019.0,,130.0,"Biography,Family",8.4,38.0,0
tt10187680,Samuel uses his forensic skills and discovers breakthroughs in a serial killing case as further victims are added to the list. Shikha teams up with Samuel and uncovers evidence that might lead to the killer's identity.,movie,Forensic,Forensic,0,2020.0,,134.0,"Crime,Mystery,Thriller",6.8,6392.0,0
tt10187686,"Srinivasan, a balding professor conscious about his looks, faces a tough time finding the right girl to marry. After learning about his friend Raheem's love story, Srinivasan regains his confidence.",movie,Thamaasha,Thamaasha,0,2019.0,,120.0,"Comedy,Drama",7.7,1340.0,0
tt10189300,An aspiring singer living with his grandmother in the capital of Bhutan dreams of getting a visa to move to Australia.,movie,Lunana: A Yak in the Classroom,Lunana,0,2019.0,,110.0,"Drama,Family",7.5,7633.0,0
tt10189514,"A determined villager challenges the aviation industry's elite by pursuing his vision of affordable air travel for all, despite numerous obstacles and setbacks",movie,Soorarai Pottru,Soorarai Pottru,0,2020.0,,153.0,Drama,8.7,127195.0,-1
tt10196368,Following the career of singer Sinéad O'Connor through her rise to fame and how her iconoclastic personality led to her exile from the pop mainstream.,movie,Nothing Compares,Nothing Compares,0,2022.0,,97.0,"Biography,Documentary,Music",7.6,3291.0,0
tt10196414,"As the first elected councilwoman of her Iranian village, Sara Shahverdi aims to break long-held patriarchal traditions by training teenage girls to ride motorcycles and stopping child marriages. When accusations arise questioning Sara's intentions to empower the girls, her identity is put in turmoil.",movie,Cutting Through Rocks,Cutting Through Rocks,0,2025.0,,95.0,Documentary,8.4,33.0,-1
tt10196464,"Bauji's entire family comes under one roof for 13 days after he passes away. We get a glimpse of their dynamics, politics and insecurities as each one of them is on their journey to discover their own selves and truth.",movie,Ramprasad Ki Tehrvi,Ramprasad Ki Tehrvi,0,2019.0,,115.0,"Comedy,Drama",7.5,6485.0,-1
tt10196516,The quietest desert on the Mexican side of the border is about to be crossed by the biggest all-terrain car race in the world.,movie,Off the Road,Off the Road,0,2020.0,,76.0,Documentary,6.8,32.0,0
tt10196568,"Brings us into the lives of three Latinx people in McAllen Texas, whose different beliefs end up coming to a head at the last abortion clinic in the US/Mexico border.",movie,On the Divide,On the Divide,0,2021.0,,79.0,Documentary,8.7,68.0,0
tt10199590,"A cop from the provinces moves to Paris to join the Anti-Crime Brigade of Montfermeil, discovering an underworld where the tensions between the different groups mark the rhythm.",movie,Les Misérables,Les misérables,0,2019.0,,104.0,"Crime,Drama,Thriller",7.6,29357.0,-1
tt10199640,"1945, Leningrad. WWII has devastated the city, demolishing its buildings and leaving its citizens in tatters, physically and mentally. Two young women search for meaning and hope in the struggle to rebuild their lives amongst the ruins.",movie,Beanpole,Dylda,0,2019.0,,130.0,"Drama,War",7.2,12631.0,0
tt10199664,"Abla runs a modest local bakery from her home in Casablanca where she lives alone with her 8-year-old daughter, Warda. When Samia, a young pregnant woman, knocks on their door, Abla is far from imagining that her life will change forever.",movie,Adam,Adam,0,2019.0,,98.0,Drama,7.2,2075.0,0
tt10199914,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",movie,The Boys in the Band,The Boys in the Band,0,2020.0,,121.0,Drama,6.8,18790.0,-1
tt10204276,"The riveting journey of coalition soldiers as they land unarmed into the heat of a 10 year civil war using only the weapons of Music, Maori Culture and Love to create peace.",movie,Soldiers Without Guns,Soldiers Without Guns,0,2019.0,,92.0,Documentary,9.0,68.0,-1
tt10208198,A crime boss teams up with a cop to track down a serial killer.,movie,"The Gangster, the Cop, the Devil",Akinjeon,0,2019.0,,109.0,"Action,Crime,Thriller",7.0,27852.0,-1
tt10209956,"Unable to find meaning in the relationship with her husband, Saudamini decides to move on in life. What follows is her struggle to come to terms with the decision.",movie,Welcome Home,Welcome Home,0,2019.0,,,Family,8.0,48.0,-1
tt10213380,"A landowner, a politician, a countess, a General and his wife gather in a spacious manor house and discuss death, war, progress and morality. As time passes by, the discussion becomes more serious and heated.",movie,Manor House,Malmkrog,0,2020.0,,201.0,"Drama,History",6.6,1422.0,0
